name,id_okpdtr,okpdtr
"Инженер-сметчик (автомобильные дороги, ИССО)",,
Производитель работ (бетонные работы),49861,Производитель работ (прораб) (в промышленности)
Инженер ПТО,48799,Инженер
Бухгалтер-экономист,48107,Бухгалтер-эксперт
Разработчик PHP,46404,Размотчик
Java Tech Lead,,
QA Engineer,,
Менеджер отдела продаж,,
Ведущий инженер по исходно-разрешительной документации ОКС,,
Менеджер IT проектов / Project Manager,49295,Менеджер (в торговле)
Аналитик Directum,,
Проектный менеджер по продвижению (архитектурно-строительные конструкции),,
Ведущий инженер по проектно-сметной работе,48110,Ведущий инженер по объективному контролю
Junior PHP developer,,
Менеджер по региональным продажам (распределение электроэнергии),,
Инженер по продажам (листообработка),,
HR Manager,,
Сервис-менеджер,,
Программист-алгоритмист,49855,Программист
Младший менеджер проектов,,
Менеджер по продажам облачных решений,,
Грузчик отдела доставки,,
Начальник цеха по ремонту электрических машин и аппаратов (Начальник ЭТЛ),,
Главный бухгалтер,48219,Главный бухгалтер
PHP разработчик,46404,Размотчик
Менеджер по работе с ключевыми застройщиками,,
Управляющий группой объектов оказания усулг,,
Менеджер проектов,49295,Менеджер (в торговле)
Кладовщик,43976,Кладовщик
Руководитель сектора логистики в сфере автомобильных перевозок,49948,Руководитель производственной практики
"Ведущий инженер ПТО (Новый Уренгой, Харасавэй, Бованенково)",,
HR BP / HR Business Partner,,
Специалист группы закупок (со стороны Заказчика),,
Системный администратор,,
Оператор электронной торговой площадки,45670,Оператор хлораторной установки
Консультант-эксперт по госзаказу (преподаватель по фз 44),,
Архитектор-дизайнер,48062,Архитектор
Инженер-сметчик,48820,Инженер-механик
Ведущий инженер-проектировщик ПГС/ведущий инженер-конструктор,,
Инженер строительного контроля в области строительства дорог - Руководитель группы,,
Программист 1С,49855,Программист
Начальник испытательной лаборатории,50487,Начальник испытательной группы
Инженер-проектировщик в сфере эксплуатации автомобильных дорог,48935,Инженер-проектировщик
Аналитик в г. Новосибирск,,
Аналитик,,
Инженер генерального плана,,
Инженер-замерщик,48820,Инженер-механик
SEO-специалист,50028,Специалист
Менеджер по продажам оборудования (станки для производства мебели),,
Специалист по охране труда,50049,Специалист по кадрам
Site IT Services Analyst,,
Администратор объекта (клининг),48016,Администратор кино
Инженер-программист C#,48934,Инженер-программист
Машинист импортного бульдозера,44587,Машинист перекидного желоба
Системный аналитик АБС,,
Бизнес-тренер,,
Менеджер по работе с клиентами,49304,Менеджер по рекламе
Сервисный инженер (станки по металлу/по дереву),,
Главный бухгалтер,48219,Главный бухгалтер
"Middle iOS Developer (Чехия, Прага)",,
Менеджер по продажам на зарубежные рынки,,
Frontend-разработчик (PHP) в Новосибирске,46404,Размотчик
Дизайнер интерьера / визуализатор,,
Руководитель проекта,49945,Руководитель полетов
Бизнес-аналитик,,
Консультант по продажам,49134,Консультант
Инженер-конструктор,48814,Инженер-конструктор
Менеджер по работе с клиентами,49304,Менеджер по рекламе
Инженер ПТО (электроснабжение),,
Сервис-инженер,,
Руководитель отдела визуализации студии дизайна интерьера,,
Руководитель отдела проектирования,49945,Руководитель полетов
Менеджер отдела продаж / Помощник менеджера отдела продаж,,
"Специалист по охране труда, промышленной и экологической безопасности",,
Аналитик данных OSS,,
Старший системный аналитик ЕЦМ,,
Системный архитектор OSS,,
Станочник на чашкозарезной станок.,46994,Станочник шпалорезного станка
Менеджер проекта,49304,Менеджер по рекламе
Менеджер по продажам,49302,Менеджер по персоналу
Преподаватель по охране труда/Специалист по охране труда,,
"Инженер-проектировщик ( КМ,КД)",48935,Инженер-проектировщик
1С Разработчик,46404,Размотчик
Менеджер по продажам строительных услуг,,
Ведущий инженер-конструктор,48110,Ведущий инженер по объективному контролю
Руководитель технической поддержки,46296,Просевальщик технической продукции
Сервисный инженер станков с ЧПУ,,
Руководитель проектов 1С,49945,Руководитель полетов
Ведущий дизайнер интерьера / Ведущий визуализатор,,
Бухгалтер,48104,Бухгалтер
Pre-sale менеджер по информационной безопасности,50441,Инженер по радиационной безопасности
Инженер по расчету режимов,48896,Инженер по расчетам и режимам
Ведущий системный аналитик,,
Заместитель начальника сметного отдела,48752,Заместитель начальника управления федерального министерства
Ведущий специалист отдела планирования и реализации клиентских проектов,,
Solution архитектор,48062,Архитектор
Sales - Territory Account Manager / Менеджер по работе с заказчиками Procter&Gamble,,
Специалист по обработке документации,50050,Специалист по маркетингу
Прораб / Начальник участка,,
Директор по качеству,48500,Директор по кадрам и быту
PHP-разработчик в Новосибирске,46404,Размотчик
Инженер ПТО,48799,Инженер
Senior Sales Manager (Enterprise),,
Прораб общестроительных работ,,
Региональный менеджер проектов (техническая сфера),,
Modern Workplace Solution Architect,,
Ведущий инженер (группа обследования зданий и сооружений),,
Архитектор / Проектировщик   ,,
Контент-менеджер в Tagline Awards в Новосибирске,,
Инженер по комплектации,48848,Инженер по комплектации оборудования
Менеджер по продажам ПВХ-окон,,
Руководитель проекта (строительство),49945,Руководитель полетов
Ведущий технический писатель / DocOps engineer,48706,Заведующий техническим архивом
Судебный строительно-технический эксперт,,
Арт-директор студии дизайна интерьеров,,
Геодезист (камеральщик),48187,Геодезист
Контент-менеджер для программы мероприятий в Новосибирске,,
Ведущий инженер ПТО (энергетик),,
Инженер по низковольтному оборудованию,48905,Инженер по телевизионному оборудованию
Менеджер по саппорту обращений в Новосибирске,49302,Менеджер по персоналу
Менеджер HoReCa,49291,Менеджер
Машинист грейдера,44703,Машинист стрейнера
Инженер-конструктор,48814,Инженер-конструктор
Водитель импортного самосвала/тонара,,
Инженер ПТО,48799,Инженер
Инженер IT-поддержки,48850,Инженер по креплению
Начальник склада,49489,Начальник нижнего склада
Кладовщик,43976,Кладовщик
Ночной сотрудник склада (пер. Фабричный),,
Сотрудник склада (приемка товара),,
Кладовщик (ТЦ Галерея),43976,Кладовщик
Кладовщик,43976,Кладовщик
Сотрудник склада (Родники),,
Кладовщик,43976,Кладовщик
Сотрудник склада,,
Оператор склада / Оператор информационной системы,,
Оператор склада,45442,Оператор логоскопа
Кладовщик/Продавец-консультант,,
Кладовщик-грузчик на склад автошин (Оволозаводская),,
Работник склада,,
Кладовщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
"Помощник кладовщика (грузчик, наборщик)",,
Сотрудник склада,,
Кладовщик-грузчик (шины),43976,Кладовщик
Кладовщик,43976,Кладовщик
Грузчик,43447,Грузчик
Кладовщик,43976,Кладовщик
Кладовщик в г. Новосибирск,43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
"Старший кладовщик ТЦ ""Аура""",50138,Таксировщик
Кладовщик-наборщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик (ул Выборная),43976,Кладовщик
Логист-кладовщик,,
Кладовщик,43976,Кладовщик
Кладовщик-бригадир,43976,Кладовщик
Охранник,49701,Охранник
Кладовщик (Дзержинский р-н),43976,Кладовщик
Кладовщик-комплектовщик,47312,Формовщик пакетов
Кладовщик (Республика Болгария),43976,Кладовщик
Кладовщик,43976,Кладовщик
Сотрудник склада,,
Руководитель склада,49945,Руководитель полетов
Кладовщик,43976,Кладовщик
Кладовщик-комплектовщик,47312,Формовщик пакетов
Кладовщик,43976,Кладовщик
"Кладовщик (ТЦ ""Мега"")",43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик-экспедитор,43976,Кладовщик
Кладовщик/работник склада,,
Кладовщик склада,43976,Кладовщик
Ассистент отдела HR,48063,Ассистент
Кладовщик-грузчик,43976,Кладовщик
Начальник смены,49612,Начальник тюрьмы
Кладовщик-грузчик,43976,Кладовщик
Сервисный инженер,,
Водитель электропогрузчика / кладовщик,43287,Водитель электро- и автотележки
Кладовщик-контролер,43976,Кладовщик
Кладовщик-контролер,43976,Кладовщик
Кладовщик,43976,Кладовщик
Комплектовщик,44020,Комплектовщик
Кладовщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
Старший кладовщик,50138,Таксировщик
Кладовщик,43976,Кладовщик
Работник склада (левый берег),,
Кладовщик на производство,,
Мастер склада готовой продукции,,
"Кладовщик (ТЦ ""Сан Сити"")",43976,Кладовщик
Кладовщик-наборщик (-ца),43976,Кладовщик
Кладовщик (ТЦ Аура),43976,Кладовщик
Кладовщик-комплектовщик,47312,Формовщик пакетов
Кладовщик (Якутия),43976,Кладовщик
Приемосдатчик (кладовщик),,
Кладовщик (Левый берег),43976,Кладовщик
Товаровед-контролер (Левый берег),,
"Старший кладовщик (г. Новосибирск, ТЦ ""Сибирский молл"")",50138,Таксировщик
"Оператор склада/Кладовщик - грузчик (ул. Станционная 80, к.2а)",,
Сотрудник склада,,
Кладовщик склада готовой продукции,47732,Кладовщик склада спецпродукции
Кладовщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик-комплектовщик,47312,Формовщик пакетов
Кладовщик,43976,Кладовщик
"Старший кладовщик (г. Новосибирск, ТЦ Континент)",50138,Таксировщик
Кладовщик-приемосдатчик,,
Кладовщик-комплектовщик,47312,Формовщик пакетов
Кладовщик-комплектовщик,47312,Формовщик пакетов
Кладовщик,43976,Кладовщик
Заведующий складом/старший кладовщик,48700,Заведующий складом
Руководитель складского комплекса,,
Кладовщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
Охранник на склад (с. Толмачево),,
"Кладовщик в ТЦ ""Березовая Роща""",43976,Кладовщик
Кладовщик (ТЦ Аура),43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик-наборщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик (склад молочной продукции),47732,Кладовщик склада спецпродукции
Кладовщик-комплектовщик (автозапчасти),,
Кладовщик-отборщик кабельной продукции,,
Кладовщик,43976,Кладовщик
Кладовщик-приемщик (правый берег),,
Заместитель директора по производству,,
Кладовщик,43976,Кладовщик
Заведующий консультативно-диагностическим отделением,,
Программист 1С,49855,Программист
Менеджер по персоналу и КДП,49291,Менеджер
Ведущий специалист отдела обслуживания физических лиц,,
Водитель-курьер (с личным автомобилем),,
Руководитель складского комплекса,,
Менеджер по продажам в сфере кредитования,49302,Менеджер по персоналу
Менеджер по продажам на входящий поток,,
Продавец-консультант,49890,Редактор-консультант
Начальник автотранспортного отдела,50534,Начальник транспортного отдела
Оператор call-центра,45632,Оператор тестера
Менеджер по продажам и обслуживанию клиентов. Новогодняя 26.,,
Помощник начальника отдела кадров,,
Главный бухгалтер,48219,Главный бухгалтер
Горный диспетчер,50387,Энергодиспетчер
Медицинский брат/сестра (Рентгенолаборант),,
Главный бухгалтер,48219,Главный бухгалтер
Программист 1С,49855,Программист
Программист 1С,49855,Программист
Офис-менеджер,49291,Менеджер
Специалист по сертификации,50048,Специалист по защите информации
Кладовщик,43976,Кладовщик
Сотрудник склада,,
Кладовщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
Мастер склада готовой продукции,,
Кладовщик-комплектовщик,47312,Формовщик пакетов
"Оператор склада/Кладовщик - грузчик (ул. Станционная 80, к.2а)",,
Кладовщик,43976,Кладовщик
Начальник склада,49489,Начальник нижнего склада
Начальник склада,49489,Начальник нижнего склада
Кладовщик-бригадир,43976,Кладовщик
"Кладовщик (ТЦ ""Мега"")",43976,Кладовщик
Руководитель склада,49945,Руководитель полетов
Кладовщик-экспедитор,43976,Кладовщик
"Кладовщик (ТЦ ""Сан Сити"")",43976,Кладовщик
Водитель электропогрузчика / кладовщик,43287,Водитель электро- и автотележки
Руководитель складского комплекса,,
Кладовщик,43976,Кладовщик
Менеджер по продажам электротехнического оборудования,,
Администратор салона красоты,48015,Администратор зала
Оператор приемки/сотрудник склада (оп 3307),,
Шеф-повар,50319,Шеф-повар
Кладовщик,43976,Кладовщик
Кладовщик,43976,Кладовщик
Заведующий складом,48700,Заведующий складом
Кладовщик,43976,Кладовщик
Кладовщик (проезд Энергетиков),,
Руководитель склада,49945,Руководитель полетов
Руководитель отдела продаж,49945,Руководитель полетов
Бухгалтер,48104,Бухгалтер
Кладовщик по фурнитуре для мебели,,
Кладовщик (ОбьГЭС),43976,Кладовщик
Кладовщик (канцелярия),43976,Кладовщик
"Продавец-кладовщик хозяйственых товаров в магазин ""ХозСити""(г.Новосибирск, ул. Троллейная,17/1 )",,
"Кладовщик-комплектовщик (Заельцовский район, мкрн. Стрижи)",,
Разнорабочий,43413,Горнорабочий
Продавец-кладовщик (ТРЦ Аура),,
Специалист по приемке (Новосибирск),50059,Специалист по эргономике
Работник склада,,
Товаровед,50217,Товаровед
Кладовщик/приемщик (Бердское шоссе),,
Кладовщик (ТЦ МЕГА),43976,Кладовщик
Контролер по возврату и браку/Кладовщик,,
Сотрудник склада (Родники),,
Бухгалтер материальной группы,,
Кладовщик - комплектовщик (теплый склад),,
Начальник смены склада,49489,Начальник нижнего склада
Кладовщик (ТЦ Галерея),43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик приемки (ст.м Золотая Нива),,
"Кладовщик, оператор склада (Новосибирский р-н, село Толмачево, , )",,
Кладовщик с функциями водителя погрузчика/ричтрака (Обь),,
Кладовщик-приемщик,43976,Кладовщик
Кладовщик на склад ТМЦ в г.Бодайбо,43976,Кладовщик
Администратор WMS,48012,Администратор
Кладовщик,43976,Кладовщик
Кладовщик в Магазин Постоянных Распродаж,43976,Кладовщик
Продавец-кладовщик (ТЦ Аура),,
Кладовщик отборщик РЦ (Калининский район),43976,Кладовщик
Кладовщик-отборщик РЦ (Ленинский район),43976,Кладовщик
Ревизор,49873,Ревизор
Кладовщик (Калининский р-н),43976,Кладовщик
Менеджер по закупкам с функцией кладовщика (техническая сфера),,
Товаровед (ст.м Золотая Нива),,
Ночной сотрудник склада (пер. Фабричный),,
Сотрудник склада,,
Сотрудник склада (Родники),,
Оператор склада,45442,Оператор логоскопа
Кладовщик,43976,Кладовщик
Оператор склада / Оператор информационной системы,,
Работник склада,,
Грузчик,43447,Грузчик
"Старший кладовщик ТЦ ""Аура""",50138,Таксировщик
Кладовщик в г. Новосибирск,43976,Кладовщик
Логист-кладовщик,,
Кладовщик (Республика Болгария),43976,Кладовщик
Охранник,49701,Охранник
Кладовщик,43976,Кладовщик
Старший кладовщик,50138,Таксировщик
Кладовщик-контролер,43976,Кладовщик
Кладовщик,43976,Кладовщик
Кладовщик-контролер,43976,Кладовщик
Кладовщик на производство,,
Начальник смены,49612,Начальник тюрьмы
Комплектовщик,44020,Комплектовщик
Работник склада (левый берег),,
Кладовщик (ТЦ Аура),43976,Кладовщик
Приемосдатчик (кладовщик),,
Кладовщик (Левый берег),43976,Кладовщик
Кладовщик (Якутия),43976,Кладовщик
Ассистент отдела HR,48063,Ассистент
Сервисный инженер,,
"Старший кладовщик (г. Новосибирск, ТЦ ""Сибирский молл"")",50138,Таксировщик
Товаровед-контролер (Левый берег),,
"Старший кладовщик (г. Новосибирск, ТЦ Континент)",50138,Таксировщик
Кладовщик,43976,Кладовщик
"Кладовщик в ТЦ ""Березовая Роща""",43976,Кладовщик
Кладовщик (ТЦ Аура),43976,Кладовщик
Кладовщик-отборщик кабельной продукции,,
Кладовщик (склад молочной продукции),47732,Кладовщик склада спецпродукции
Кладовщик-комплектовщик (автозапчасти),,
Охранник на склад (с. Толмачево),,
Кладовщик-приемщик (правый берег),,
Заместитель директора по производству,,
Администратор - Продавец Имидж-площадки,,
Менеджер отдела продаж,,
Менеджер по развитию оптовых продаж,,
Торговый агент,,
"Программист 1С/Консультант 1С (Кольцово, Советский район)",,
Врач-косметолог,48136,Врач-кардиоревматолог
Учитель ИЗО,50251,Учитель
Мастер ногтевого сервиса,,
Юрист/Помощник юриста (р.п.Кольцово),,
"Руководитель отдела персонала/HR - Generalist (розничная торговля, Кольцово)",49945,Руководитель полетов
Официант,45785,Официант
Менеджер по продажам,49302,Менеджер по персоналу
Журналист-копирайтер,,
Медицинский представитель,49287,Медицинский регистратор
Лид-менеджер,49291,Менеджер
Менеджер по продажам (beauty сфера),49302,Менеджер по персоналу
Директор модельной школы SIGMA,,
Менеджер по продажам (event направление),,
Визажист NARS,43276,Витражист
Администратор офиса (Beauty сфера),48017,Администратор суда
Администратор салона красоты,48015,Администратор зала
Администратор в салон красоты,48012,Администратор
Администратор Термального центра,48015,Администратор зала
Кладовщик-наборщик (-ца),43976,Кладовщик
Копирайтер/контент-менеджер,,
Middle Unity/C# developer,,
Администратор (клиника эстетической медицины и косметологии),,
Менеджер по привлечению клиентов малого бизнеса,,
Главный менеджер по развитию с клиентами среднего бизнеса,,
Официант (ст.метро Площадь Ленина),,
Парикмахер,45803,Парикмахер
Senior iOS developer,,
Официант (ст.метро Студенческая),,
Продавец-консультант ( ост. Лада),,
Руководитель проекта,49945,Руководитель полетов
Менеджер продаж в онлайн-школу по маникюру,49291,Менеджер
Парикмахер,45803,Парикмахер
Ведущий программист JS,48114,Ведущий программы
Оператор call-центра (Немецкий язык),,
Менеджер по продажам,49302,Менеджер по персоналу
Мастер Ногтевого сервиса в АМИК,,
"Мастер маникюра, педикюра",,
Территориальный директор,,
Лешмейкер (мастер по наращиванию ресниц),,
Администратор спа-салона,48015,Администратор зала
Администратор-хостес,48012,Администратор
Администратор салона красоты,48015,Администратор зала
Преподаватель Косметологического направления,,
Продавец-стилист,,
Рекрутер / Hr-менеджер,,
Администратор фитнес-клуба,48017,Администратор суда
Руководитель отдела продаж (IT решения),,
Ведущий менеджер по привлечению клиентов Среднего Корпоративного Бизнеса,,
Массажист,49202,Массажист
Администратор - Продавец Имидж-площадки,,
Директор по развитию Салона красоты,,
SMM-менеджер,49291,Менеджер
Мастер маникюра и педикюра,,
Официант (м. Золотая Нива),,
Администратор,48012,Администратор
Оператор call-центра,45632,Оператор тестера
Администратор салона красоты,48015,Администратор зала
Инженер связи,48950,Инженер электросвязи
Инженер беспроводных сетей (Wireless engineer),,
Управляющий сетевым каналом (федеральные сети),,
Оператор на производственную линию (входной-выходной контроль),,
Помощник менеджера по продажам/оператор 1С (строительные материалы),,
Менеджер по работе с ключевыми клиентами,,
Ведущий специалист отдела мониторинга качества,,
"Продавец-консультант (г. Новосибирск, ж/м Северо-Чемской)",49890,Редактор-консультант
Старший инженер по перспективному анализу и сквозной оптимизации,,
Лаборант по анализу пыли и газа,44233,Лаборант по анализу газов и пыли
Менеджер отдела логистики,,
Оператор call-центра,45632,Оператор тестера
Инженер связи,48950,Инженер электросвязи
"Менеджер по продажам в салон связи ТЕЛЕ2 (ОбьГЭС, Гидромонтажная 50)",49302,Менеджер по персоналу
Кассир / Оператор клиентского сервиса супермаркета (Новосибирск),,
Оператор погрузо-разгрузочных работ (Новосибирск),,
Менеджер-оператор (1С),49300,Менеджер (в прочих отраслях)
Специалист по поиску и аренде технологических позиций,,
Оператор колл-центра,45414,Оператор котельной
Менеджер склада,49291,Менеджер
Оператор почтовой связи,45603,Оператор связи
Специалист по продажам (г. Новосибирск),50049,Специалист по кадрам
Оператор складского учета,,
Оператор Виртуального Планетария,45683,Оператор шлихтовального оборудования
Бухгалтер по учету товарно-материальных ценностей,,
Менеджер по маркетингу (Региональный),,
Оператор call-центра,45632,Оператор тестера
Региональный директор / Директор дивизиона (г.Новосибирск),,
Менеджер по продажам (event направление),,
Руководитель группы продаж,49933,Руководитель группы (на транспорте)
Оператор технической поддержки,,
Специалист по работе с поставщиками (входящая линия),,
Сетевой инженер в центр мониторинга и управления сетевой инфраструктуры,,
Программист C++ (Embedded Linux),49855,Программист
Главный специалист по телекоммуникационным системам,48335,Главный специалист по телевизионному вещанию
Программист микроконтроллеров С/С++,,
Оператор call-центра (Немецкий язык),,
Менеджер по работе с абонентами,,
"Продавец-консультант (г. Новосибирск, Первомайский р-н)",49890,Редактор-консультант
Оператор контакт-центра (входящие звонки),,
"Слесарь КИПиА (5 разряд, ТВСиК)",,
Оператор call-центра,45632,Оператор тестера
Оператор call-центра,45632,Оператор тестера
Оператор call-центра,45632,Оператор тестера
Главный технолог ЗИФ,48346,Главный технолог проекта
Ведущий менеджер по продажам рекламных поверхностей,,
Инженер-конструктор,48814,Инженер-конструктор
Менеджер по туризму,49304,Менеджер по рекламе
Инженер по узлам пакетной коммутации,,
Специалист группы закупок (со стороны Заказчика),,
Менеджер по продажам / оператор Call-центра,,
Бренд - менеджер (отдел Новостроек),,
Менеджер по продажам B2B,49302,Менеджер по персоналу
Бизнес-тренер,,
Ведущий специалист по тестированию ЕАСР,,
Менеджер активных продаж,,
Старший системный аналитик ЕЦМ,,
Системный архитектор OSS,,
Аналитик данных OSS,,
Системный администратор Linux,,
Инженер связи (Чукотский автономный округ),,
Инженер Linux в группу технического сопровождения (Санкт-Петербург),48799,Инженер
Инженер связи,48950,Инженер электросвязи
Ведущий специалист по контейнерным /автомобильным перевозкам,,
Грузчик,43447,Грузчик
Повар в столовую (Новосибирск),45921,Повар
"Помощник повара раздачи в ""Вилка-Ложка"" (Левый берег)",49740,Помощник врача-паразитолога
Повар-универсал (Новосибирск),,
Повар (север),45921,Повар
Ночной повар-универсал (1-ое Мочищенское шоссе),,
"Помощник повара раздачи в ""Вилка-Ложка"" (Академгородок)",49740,Помощник врача-паразитолога
Заведующий производством,48686,Заведующий производством (шеф-повар)
Повар-универсал,,
"Помощник повара ( правый берег, Бахетле)",,
Помощник повара (Новосибирск),,
Повар,45921,Повар
Повар (Правый берег),,
Повар-кассир,45921,Повар
HR generalist,,
Заместитель директора по операционной работе,,
Бригадир смены (пищевое производство),,
Эксперт по моделированию процессов складской логистики (г. Краснодар),,
Администратор-кассир,48016,Администратор кино
Технолог общественного питания в сеть блинных,,
Повар-универсал (правый берег),,
Заведующий производством,48686,Заведующий производством (шеф-повар)
Тестировщик ПО,47125,Таблетировщик
Гейм-дизайнер,,
Менеджер мобильной бригады / Менеджер по клинингу,,
Мастер участка (кирпичная кладка),49268,Мастер участка
Инженер,48799,Инженер
Монтажник ОПС,44868,Монтажник
Инструктор по газобезопасности (в ХМАО),49050,Инструктор по спорту
Техник / Инженер ОПС,,
Маляр (5 разряд),44318,Маляр
Юрист в единственном лице,,
"Инженер по ОТ, ПБ и Экологии / Заместитель главного инженера по ОТ, ПБ и Экологии",,
Главный инженер,48269,Главный инженер проекта
Специалист в области охраны труда,50028,Специалист
"Менеджер по продажам (производитель, строительное направление)",,
Ведущий инженер по охране труда производственной безопасности и ООС (Новый Уренгой),,
Методист учебного отдела,,
Электромонтажник,47556,Электромонтажник-схемщик
Начальник отдела по ГО и ЧС,49494,Начальник отдела (в торговле)
Техник-монтажник ОПС,,
Дефектоскопист РГГ,43477,"Дефектоскопист рентгено-, гаммаграфирования"
Начальник административно-хозяйственного отдела,50533,Начальник технического отдела автохозяйства
Специалист по охране труда,50049,Специалист по кадрам
Механик,49320,Механик
Инженер по обслуживанию охранно-пожарной сигнализации,,
Начальник Новосибирской нефтебазы [id30583],,
Специалист отдела недвижимости и эксплуатации зданий,,
"Начальник архитектурно- строительного отдела, г.Владивосток",,
Заместитель главного инженера,,
Слесарь-сантехник,46858,Слесарь-сантехник
Фельдшер-лаборант,50264,Фельдшер-лаборант
Комендант вахтового поселка,,
Руководитель отдела продаж,49945,Руководитель полетов
Руководитель ПТО / Главный инженер проекта (системы безопасности),,
"Управляющий рестораном и службой доставки еды, г. Якутск",,
Технический специалист тендерного отдела,,
Технолог пищевого производства,,
Комендант вахтового городка (Болгария),,
Электромонтер охранно-пожарной сигнализации,47564,Электромонтер охранно-пожарной сигнализации
Начальник котельного производства,42712,Аппаратчик коньячного производства
Электромонтер охранно-пожарной сигнализации (обслуживание видеокамер),47564,Электромонтер охранно-пожарной сигнализации
Директор экспертной организации,48486,Директор концертной организации
Инженер ПВС,48799,Инженер
Инженер по охране труда и промышленной безопасности,48877,Инженер по охране труда
Специалист по охране труда,50049,Специалист по кадрам
"Руководитель энергетического участка (пиролиз, пар, электроэнергия)",,
Специалист по охране труда,50049,Специалист по кадрам
Специалист по охране труда,50049,Специалист по кадрам
Директор УК в ЖК VIVANOVA,48454,Директор аукциона
Начальник отдела по ГО и ЧС,49494,Начальник отдела (в торговле)
"Специалист по охране труда, промышленной и экологической безопасности",,
Менеджер по персоналу,49291,Менеджер
Инженер-монтажник ОПС,,
Инженер охраны труда и производственного контроля,,
Инженер по охране труда и технике безопасности,48877,Инженер по охране труда
Начальник АХО,49650,Начальник шахты
Специалист службы безопасности,,
Технический директор в г.Красноярск,,
Deputy Manager Corporate Security,,
Преподаватель по охране труда/Специалист по охране труда,,
Преподаватель по охране труда,,
Подсобный рабочий (на производство),45965,Подсобный рабочий на лесозаготовках
Инженер - энергетик,48951,Инженер-энергетик
"Главный инженер (эксплуатация, производство)",,
Прораб общестроительных работ,,
Водитель импортного самосвала/тонара,,
Главный инженер по растениеводству,48269,Главный инженер проекта
C#/C++ System Architect,,
Frontend-разработчик,46404,Размотчик
Инженер по сопровождению,48832,Инженер по вышкостроению
ML/DS - developer (Python/C++),,
Middle QA engineer,,
Middle Unity C# разработчик,46404,Размотчик
Junior iOS разработчик (стажер),,
Администратор 1С,48012,Администратор
Middle C#-разработчик,46404,Размотчик
Java-разработчик,46404,Размотчик
C# разработчик,46404,Размотчик
Junior JavaScript Developer,,
Руководитель команды разработки (Fiji),,
JavaScript Developer,,
PHP-разработчик (Senior PHP Developer),46404,Размотчик
Руководитель продукта (Product Owner),49945,Руководитель полетов
SMM-копирайтер / Криэйтор,,
Team Lead (Fiji),,
Специалист по тестированию / QA engineer,50050,Специалист по маркетингу
Автор статей по школьному курсу математики и русского языка,,
Технолог-разработчик кормов для животных (собак и кошек),,
